Interessado,UF,Tipo_de_interessado,Tipo_de_operação,Finalidade,Tipo_de_credor,Credor,Moeda,Valor,Número_do_Processo/PVL,Código_IBGE,Status,Data,Analisado_por,Regiao
Nova Laranjeiras,PR,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1500000.0,17944.000074/2015-83,4117057.0,Deferido,2015-02-11,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,2105000.0,17944.000411/2013-71,4117057.0,Deferido,2013-06-12,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,673985.0,19406.000016/2008-43,4117057.0,Deferido,2008-02-22,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,500000.0,19406.000081/2003-64,4117057.0,Deferido,2003-07-28,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,900000.0,19406.000153/2002-92,4117057.0,Deferido,2002-08-09,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,659536.93,19406.000286/2010-79,4117057.0,Deferido,2010-10-28,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,40000.0,19406.000306/2006-25,4117057.0,Deferido,2006-06-26,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,Saúde,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,813000.0,19406.000307/2006-70,4117057.0,Deferido,2006-06-26,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,377000.0,19406.000528/2007-29,4117057.0,Deferido,2007-12-28,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1500000.0,17944.000265/2016-26,4117057.0,Deferido,2016-04-04,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1500000.0,17944.000578/2017-65,4117057.0,Deferido,2017-07-31,STN,Sul
Nova Laranjeiras,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6000000.0,17944.101863/2023-41,4117057.0,Deferido,2023-05-23,STN,Sul
Nova Lima,MG,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,32000000.0,17944.000616/2007-16,3144805.0,Deferido,2007-07-19,STN,Sudeste
Nova Lima,MG,Município,Operação Contratual Interna,PAC - Saneamento - 2009 A,Instituição Financeira Nacional,Caixa Econômica Federal,Real,35150000.0,17944.000727/2010-10,3144805.0,Deferido,2010-12-16,STN,Sudeste
Nova Lima,MG,Município,Operação Contratual Interna,PAC - Saneamento - 2008 B,Instituição Financeira Nacional,Caixa Econômica Federal,Real,29640000.0,17944.000923/2008-70,3144805.0,Deferido,2008-06-06,STN,Sudeste
Nova Lima,MG,Município,Operação Contratual Interna,PNAFM,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2202444.0,17944.001652/2006-16,3144805.0,Deferido,2006-12-18,STN,Sudeste
Nova Lima,MG,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco do Brasil S/A,Real,976500.0,19405.000006/2004-94,3144805.0,Deferido,2004-04-08,STN,Sudeste
Nova Lima,MG,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9216484.38,19405.000046/2004-36,3144805.0,Deferido,2004-06-04,STN,Sudeste
Nova Lima,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,5100000.0,19405.000050/2004-02,3144805.0,Deferido,2004-06-04,STN,Sudeste
Nova Lima,MG,Município,Operação Contratual Interna,Fortalecimento Institucional,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,900000.0,19405.000051/2004-49,3144805.0,Deferido,2004-06-04,STN,Sudeste
Nova Londrina,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,800000.0,17944.000673/2012-54,4117107.0,Deferido,2012-06-15,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4197586.04,17944.001003/2011-74,4117107.0,Deferido,2011-11-28,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,110000.0,17944.001221/2013-71,4117107.0,Deferido,2013-10-30,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1850000.0,17944.001222/2013-15,4117107.0,Deferido,2013-10-30,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,245000.0,17944.001223/2013-60,4117107.0,Deferido,2013-10-30,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1058000.0,19406.000031/2010-14,4117107.0,Deferido,2010-03-17,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Educação,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,800000.0,19406.000141/2010-78,4117107.0,Deferido,2010-08-03,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,925000.0,19406.000163/2003-17,4117107.0,Deferido,2003-12-18,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,935000.0,19406.000259/2008-81,4117107.0,Deferido,2008-05-20,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Multissetorial,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,250000.0,19406.000267/2004-02,4117107.0,Deferido,2004-06-22,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,250000.0,19406.000443/2006-60,4117107.0,Deferido,2006-08-04,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,120000.0,19406.000444/2006-12,4117107.0,Deferido,2006-08-04,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Estatal,Companhia Paranaense de Energia,Real,1066713.6,19406.000450/2008-23,4117107.0,Regularizado,2008-05-20,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Estatal,Companhia Paranaense de Energia,Real,618962.08,19406.000454/2006-40,4117107.0,Regularizado,2006-08-04,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,3500000.0,17944.000737/2015-60,4117107.0,Deferido,2015-10-06,STN,Sul
Nova Londrina,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1560000.0,17944.102109/2017-80,4117107.0,Deferido,2017-11-24,STN,Sul
Nova Luzitânia,SP,Município,Operação Contratual Interna,PNAFM,Instituição Financeira Nacional,Caixa Econômica Federal,Real,197866.67,17944.001670/2005-17,3533304.0,Deferido,2005-12-22,STN,Sudeste
Nova Mamoré,RO,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,594000.0,17944.000506/2007-46,1100338.0,Deferido,2007-06-08,STN,Norte
Nova Maringá,MT,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Caixa Econômica Federal,Real,15000000.0,17944.100591/2022-81,5108907.0,Deferido,2022-03-02,STN,Centro-Oeste
Nova Maringá,MT,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10000000.0,17944.101908/2023-87,5108907.0,Deferido,2023-05-23,STN,Centro-Oeste
Nova Módica,MG,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,700000.0,17944.101908/2017-39,3144904.0,Deferido,2017-11-22,STN,Sudeste
Nova Módica,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,300000.0,17944.101910/2017-16,3144904.0,Deferido,2017-12-04,STN,Sudeste
Nova Monte Verde,MT,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1250000.0,17944.001079/2013-61,5108956.0,Deferido,2014-03-17,STN,Centro-Oeste
Nova Mutum,MT,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4173623.36,17944.000751/2013-00,5106224.0,Deferido,2013-09-19,STN,Centro-Oeste
Nova Mutum,MT,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1123200.0,17944.001173/2009-34,5106224.0,Deferido,2010-11-30,STN,Centro-Oeste
Nova Mutum,MT,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,12500000.0,17944.103115/2019-16,5106224.0,Deferido,2019-08-30,STN,Centro-Oeste
Nova Mutum,MT,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,36000000.0,17944.104191/2021-63,5106224.0,Deferido,2021-12-21,STN,Centro-Oeste
Nova Odessa,SP,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,765000.0,17944.000248/2002-93,3533403.0,Deferido,2002-08-15,STN,Sudeste
Nova Odessa,SP,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7560000.0,17944.000603/2007-39,3533403.0,Deferido,2007-06-04,STN,Sudeste
Nova Odessa,SP,Município,Operação Contratual Interna,PAC 2 - Saneamento,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6467040.07,17944.000639/2014-41,3533403.0,Deferido,2014-11-12,STN,Sudeste
Nova Odessa,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de São Paulo,Real,2000000.0,17944.001124/2014-69,3533403.0,Deferido,2014-11-12,STN,Sudeste
Nova Odessa,SP,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de São Paulo,Real,300000.0,17944.104063/2017-33,3533403.0,Deferido,2018-01-05,STN,Sudeste
Nova Olímpia,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,768000.0,17944.000485/2012-26,4117206.0,Deferido,2012-06-15,STN,Sul
Nova Olinda,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,495000.0,17944.000056/2007-91,2309201.0,Deferido,2007-09-21,STN,Nordeste
Nova Olinda,CE,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,188000.0,17944.001600/2009-84,2309201.0,Deferido,2010-11-03,STN,Nordeste
Nova Pádua,RS,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,900000.0,19406.000436/2009-19,4313086.0,Deferido,2010-03-01,STN,Sul
Nova Pádua,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,350000.0,19406.000463/2010-17,4313086.0,Deferido,2011-03-16,STN,Sul
Nova Palma,RS,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1000000.0,17944.000035/2015-86,4313102.0,Deferido,2015-04-15,STN,Sul
Nova Palma,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,700000.0,17944.000226/2015-48,4313102.0,Deferido,2015-03-05,STN,Sul
Nova Palma,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,462000.0,19406.000130/2002-88,4313102.0,Deferido,2002-07-24,STN,Sul
Nova Palma,RS,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,750000.0,19406.000430/2009-33,4313102.0,Deferido,2010-02-04,STN,Sul
Nova Palma,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1000000.0,19406.000492/2008-64,4313102.0,Deferido,2008-05-15,STN,Sul
Nova Petrópolis,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1000000.0,17944.001171/2014-11,4313201.0,Deferido,2014-08-04,STN,Sul
Nova Petrópolis,RS,Município,Operação Contratual Interna,RELUZ,Empresa Não Estatal,Rio Grande Energia S/A,Real,369620.0,17944.001810/2005-49,4313201.0,Regularizado,2006-01-18,STN,Sul
Nova Petrópolis,RS,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Caixa Econômica Federal,Real,137150.0,19406.000310/2009-36,4313201.0,Deferido,2009-10-01,STN,Sul
Nova Petrópolis,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,1250000.0,19406.000442/2006-15,4313201.0,Deferido,2006-12-07,STN,Sul
Nova Petrópolis,RS,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,123000.0,19406.000514/2009-77,4313201.0,Deferido,2010-10-07,STN,Sul
Nova Petrópolis,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1500000.0,17944.000763/2017-50,4313201.0,Deferido,2017-09-19,STN,Sul
Nova Petrópolis,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,14000000.0,17944.100296/2020-62,4313201.0,Deferido,2020-03-13,STN,Sul
Nova Ponte,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,5000000.0,17944.000806/2010-21,3145000.0,Deferido,2010-07-01,STN,Sudeste
Nova Ponte,MG,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1250000.0,17944.001037/2013-21,3145000.0,Deferido,2013-10-14,STN,Sudeste
Nova Ponte,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6922140.0,17944.101347/2020-73,3145000.0,Deferido,2020-04-13,STN,Sudeste
Nova Ponte,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6000000.0,17944.102133/2022-86,3145000.0,Deferido,2022-09-15,STN,Sudeste
Nova Porteirinha,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,546000.0,17944.000101/2016-07,3145059.0,Deferido,2016-03-30,STN,Sudeste
Nova Prata,RS,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,720000.0,17944.002028/2013-57,4313300.0,Deferido,2014-04-17,STN,Sul
Nova Prata,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,500000.0,19406.000064/2007-51,4313300.0,Deferido,2007-11-12,STN,Sul
